,Ideas/Concepts/Examples,Description,Theme,Use Case,Status/Maturity,Disaster Cycle,Technology,Disaster Type,Country of Implementation,Supporting Partners,Un Host Organisation,Data,SDG,Date of Implementation,Source
138,ETC Emergency Telecommunications Cluster,"The Emergency Telecommunications Cluster (ETC) is a global network of organizations that work together to provide shared communications services in humanitarian emergencies. The ETC is one of the 11 clusters designated by the Inter-Agency Standing Committee (IASC). The ETC website provides Emergency Telecommunications Cluster (ETC) project documentations, including meeting minutes, SitReps, maps, contact lists and updates. Within 48 hours of a disaster, the ETC provides vital security communications services and voice and Internet connectivity to assist the response community in their life-saving operations. Within four weeks, ETC services are expanded for continued emergency relief. ",Disaster Risk Management,Emergency communications ,production,preparedness,Big Data ,Various,Global,The Emergency Telecommunications Cluster,"UNDP, UN OCHA, FAO, WFP, UNHCR","Spatial Data, Text Data",No Information,2021,https://etcluster.org/sites/default/files/paragraph/attachment/field_file/2021-12/ETC2025-Strategy_newtemplate%20%282%29.pdf  
139,ETC Emergency Telecommunications Cluster,"The Emergency Telecommunications Cluster (ETC) is a global network of organizations that work together to provide shared communications services in humanitarian emergencies. The ETC is one of the 11 clusters designated by the Inter-Agency Standing Committee (IASC). The ETC website provides Emergency Telecommunications Cluster (ETC) project documentations, including meeting minutes, SitReps, maps, contact lists and updates. Within 48 hours of a disaster, the ETC provides vital security communications services and voice and Internet connectivity to assist the response community in their life-saving operations. Within four weeks, ETC services are expanded for continued emergency relief. ",Disaster Risk Management,Emergency communications ,production,response,Big Data ,Various,Global,The Emergency Telecommunications Cluster,"UNDP, UN OCHA, FAO, WFP, UNHCR","Spatial Data, Text Data",No Information,2021,https://etcluster.org/sites/default/files/paragraph/attachment/field_file/2021-12/ETC2025-Strategy_newtemplate%20%282%29.pdf  
140,Facebook Safety Check ,"Safety Check is a feature of the social network Facebook that is meant to help Facebook users quickly alert friends and family that they are safe during times of crisis, like floods, earthquakes or tsunamis. Safety Check works by sending users a push notification asking them if they are safe whenever a natural disaster strikes the area they list as their current location. Users can then see a list of their Facebook friends in the area, and see which users have checked in as safe and which have not.",Humanitarian response,Damage and loss assessment ,production,preparedness,Mobile App,Various,Global,Facebook,None,Text Data,No Information,2014,https://about.fb.com/news/2014/10/introducing-safety-check/  
141,Facebook Safety Check ,"Safety Check is a feature of the social network Facebook that is meant to help Facebook users quickly alert friends and family that they are safe during times of crisis, like floods, earthquakes or tsunamis. Safety Check works by sending users a push notification asking them if they are safe whenever a natural disaster strikes the area they list as their current location. Users can then see a list of their Facebook friends in the area, and see which users have checked in as safe and which have not.",Humanitarian response,Damage and loss assessment ,production,response,Mobile App,Various,Global,Facebook,None,Text Data,No Information,2014,https://about.fb.com/news/2014/10/introducing-safety-check/  
142,Get Ready Get Thru Information Portal ,"Get Ready Get Thru is an online multilingual guide for New Zealand to plan for and respond to disasters. New Zealand faces many potential disasters. In some cases, such as a weather related or volcanic disaster, there may be time for a warning. But an earthquake or a tsunami close to land could strike without warning. All disasters have the potential to cause disruption, damage property and take lives. The portal offers information material on different hazards, as well as guidance on establishing a household emergency plan and creating an emergency survival kit. In addition, information for people with disabilities is being offered and emergency contact details are provided.",Risk Reduction,Situational awareness/actionable information gathering ,production,preparedness,Social Media,Various,New Zealand,"Ministry of Civil Defence and Emergency Management, New Zealand",None,Text Data,No Information,No Information,https://drrgateway.net/e-resilience/tool/get-ready-get-thru-information-portal  
143,Market Profiling Application,"The Market Profiling Application (MPA) developed by the Food and Agriculture Organisation (FAO) is an online, dynamic, real-time application for the systematic collection, display, and analysis of epidemiologically relevant market data. It informs decisions on preventing or mitigating (zoonotic) disease transmission and ultimately contributes to minimizing the risk of transboundary animal and zoonotic disease outbreaks.",Risk Reduction,Disaster Risk Management,production,response,"Data Mining, Mobile App",Pandemic/Epidemic,Global,No Information,FAO,Spatial Data,"SDG 2, SDG 3",2020,https://sites.google.com/view/poultrymarketsurvey/home
144,Market Profiling Application,"The Market Profiling Application (MPA) developed by the Food and Agriculture Organisation (FAO) is an online, dynamic, real-time application for the systematic collection, display, and analysis of epidemiologically relevant market data. It informs decisions on preventing or mitigating (zoonotic) disease transmission and ultimately contributes to minimizing the risk of transboundary animal and zoonotic disease outbreaks.",Risk Reduction,Disaster Risk Management,production,mitigation ,"Data Mining, Mobile App",Pandemic/Epidemic,Global,No Information,FAO,Spatial Data,"SDG 2, SDG 3",2020,https://sites.google.com/view/poultrymarketsurvey/home
145,I-CoDI - ITU's International Centre of Digital Innovation,"I-CoDI seeks to help close the digital innovation divide by providing a safe co-design space for ITU Members and other stakeholders to develop innovative strategies that accelerate digital transformation and the achievement of the Sustainable Development Goals. ITU’s International Centre of Digital Innovation (I-CoDI) provides a model for co-designing with a set of processes aiming to build synergies between stakeholders, increase speed, productivity, innovation and deliver outcomes with tangible impact in the region. It encompasses a set of tools and methodologies each catered to target and resolve common and frequent challenges for meaningful connectivity in the regions.","Situational awareness, Improved organizational efficiency","Situational awareness/actionable information gathering",production,mitigation,"Mobile App, Web-based App",Various,Global,UAE TDRA,ITU,Spatial Data,"SDG 4, SDG 5, SDG 9, SDG 17",2021,https://www.itu.int/en/ITU-D/Pages/I-CoDI.aspx
146,GRID3 (Geo-Referenced Infrastructure and Demographic Data for Development),"GRID3 (Geo-Referenced Infrastructure and Demographic Data for Development) works with countries to generate, validate, and use geospatial data on population, settlements, infrastructure, and administrative boundaries to strengthen the foundation for sustainable evidence-based development and humanitarian decision making. The initiative combines the expertise of partners in academia, government, the United Nations, and the private sector to design adaptable and relevant spatial data solutions based on the capacity and development needs of each country.","Situational awareness, Improved organizational efficiency",Disaster Risk Management,production,mitigation,"Geographical Information Systems, Data Collection, Data Mining",Various,"Democratic Republic of the Congo, South Sudan, Zambia, Mozambique, Nigeria","Columbia University - Center for International Earth Sciene Information Network , WorldPop Flowminder, The Bill and Melinda Gates Foundation, Department for International Development (DFID)",UNFPA,Spatial Data,"SDG 3, SDG 5, SDG 11",2019,https://grid3.org/
147,GRID3 (Geo-Referenced Infrastructure and Demographic Data for Development),"GRID3 (Geo-Referenced Infrastructure and Demographic Data for Development) works with countries to generate, validate, and use geospatial data on population, settlements, infrastructure, and administrative boundaries to strengthen the foundation for sustainable evidence-based development and humanitarian decision making. The initiative combines the expertise of partners in academia, government, the United Nations, and the private sector to design adaptable and relevant spatial data solutions based on the capacity and development needs of each country.","Situational awareness, Improved organizational efficiency",Disaster Risk Management,production,preparedness,"Geographical Information Systems, Data Collection, Data Mining",Various,"Democratic Republic of the Congo, South Sudan, Zambia, Mozambique, Nigeria","Columbia University - Center for International Earth Sciene Information Network , WorldPop Flowminder, The Bill and Melinda Gates Foundation, Department for International Development (DFID)",UNFPA,Spatial Data,"SDG 3, SDG 5, SDG 11",2019,https://grid3.org/
148,Map and monitor disease spreading,"Development of a generic model using mobility data to forecast the spread of vector-borne diseases.","Situational awareness, Improved organizational efficiency",Disaster Risk Management,idea,mitigation,Geographical Information Systems,Pandemic/Epidemic,Colombia,No Information,UNICEF,"Spatial Data",SDG 3, 2018,https://www.unicef.org/innovation/stories/unlocking-power-data-social-good-colombia
