"title","description","theme","use_case","status","disaster_cycle","technology","disaster_type","region","subregion","country","partner","un_host","data","sdg","date_of_implementation","source","img_url","id","uuid","created_at","updated_at"
"DiCRA","Data in Climate Resilient Agriculture (DiCRA) demystifies climate resilience in agriculture and mainstreams data-driven decision making on climate adaptation in agriculture.","Environment,Pollution","Situational awareness/actionable information gathering","production","preparedness","Artificial Intelligence,Big Data","Climate Change","Asia","Southern Asia","India","UNDP,UNDP Accelerator Labs,Rockefeller Foundation,Government of Telangana,ICRISAT,Zero Hunger Lab,JADS,RICH","UNDP","Spatial Data","SDG 13","2022","https://dicra.undp.org.in/","https://www.undp.org/sites/g/files/zskgke326/files/styles/image_with_credit_caption_wide_large_1920_x897_/public/2022-07/Dicra%20cover.jpg?itok=4h0XPSDl","144","79b863ca-5017-43e2-bb65-0f5816e60ac9","2023-07-11T09:14:28.714411+00:00",""
"DiCRA","Data in Climate Resilient Agriculture (DiCRA) demystifies climate resilience in agriculture and mainstreams data-driven decision making on climate adaptation in agriculture.","Environment,Pollution","Situational awareness/actionable information gathering","production","mitigation","Artificial Intelligence,Big Data","Climate Change","Asia","Southern Asia","India","UNDP,UNDP Accelerator Labs,Rockefeller Foundation,Government of Telangana,ICRISAT,Zero Hunger Lab,JADS,RICH","UNDP","Spatial Data","SDG 13","2022","https://dicra.undp.org.in/","https://www.undp.org/sites/g/files/zskgke326/files/styles/image_with_credit_caption_wide_large_1920_x897_/public/2022-07/Dicra%20cover.jpg?itok=4h0XPSDl","145","bb1d8839-3182-4867-8816-9dd7fb166b24","2023-07-11T09:14:28.714411+00:00",""
"Beacon","Emergency dispatch platform for local responders","Disaster Risk Management","Disaster Risk Management","production","recovery","Mobile App","Various","Global","Global","Global","MIT Solve Unbundle Policing Accelerator,USAID,Google,World Bank,Cisco,Twilio,PagerDuty,NewRelic,CRC,US Coast Guard,NetHope","None","Mobile Network Data,Spatial Data","SDG 3","2022","https://www.trekmedics.org/beacon/","https://media.trekmedics.org/uploads/2021/03/laptop-dashboard-beacon-emergency-dispatch-platform.jpg?strip=all&lossy=1&ssl=1&fit=555,340","166","47e88b99-20e8-4cfc-a361-e01089e3cf87","2023-07-11T09:14:28.714411+00:00",""
"DisasterAWARE Pro","Humanitarian risk intelligence platform that serves the early warning and decision support needs of the public, governments, and NGOs around the world","Disaster Risk Management,Early Warning","Early Warning System","production","mitigation","Geographical Information Systems,Remote Sensing","Various","Global","Global","Global","WFP,WHO,UNICEF,UNDRR,UN Women,US Government,USAID,NASA,and hundreds of international partners","DRR","Spatial Data,Mobile Network Data,Text Data","SDG 3,SDG 13","2024","https://www.pdc.org/disasteraware","https://www.pdc.org/wp-content/uploads/PDCLogo.svg","149","563f0990-58c8-4631-8a61-177026539319","2023-07-11T09:14:28.714411+00:00",""
"Moskeet","IoT Technology for Smart Mosquito Control Management to help control mosquito-borne diseases","Disaster Risk Management","Disaster Risk Management","production","preparedness","Internet of Things","Pandemic/Epidemic","Asia","Southern Asia","India","World Food Program,MIT Solve program,Bill & Melinda Gates Foundation,Malaria Quest (India Health Fund - TATA Trusts),Marico Innovation Foundation (MIF) Scale-Up program,AI for Humanity (Patrick J. McGovern Foundation),AI for Good award (AWS)","WFP","Numerical Data,Text Data","SDG 3","2022","https://www.trakitnow.com/","https://www.trakitnow.com/wp-content/uploads/2018/08/banner-part1-3.png","150","4f31faf8-0d71-47d6-ba48-9a0d38d5705c","2023-07-11T09:14:28.714411+00:00",""
"Moskeet","IoT Technology for Smart Mosquito Control Management to help control mosquito-borne diseases","Disaster Risk Management","Disaster Risk Management","production","mitigation","Internet of Things","Pandemic/Epidemic","Asia","Southern Asia","India","World Food Program,MIT Solve program,Bill & Melinda Gates Foundation,Malaria Quest (India Health Fund - TATA Trusts),Marico Innovation Foundation (MIF) Scale-Up program,AI for Humanity (Patrick J. McGovern Foundation),AI for Good award (AWS)","WFP","Numerical Data,Text Data","SDG 3","2022","https://www.trakitnow.com/","https://www.trakitnow.com/wp-content/uploads/2018/08/banner-part1-3.png","151","51c92d3b-9b18-40a6-b512-782e7c8bba18","2023-07-11T09:14:28.714411+00:00",""
"Empower Tracking","Using the crowd, blockchain, and incentives to reduce plastic waste across the globe","Health,Environment","Situational awareness/actionable information gathering","production","preparedness","Big Data,Blockchain","Various","Global","Global","Global","SAP.iO SAPs startup/scaleup program with technical,Google program for SDG Startups,Alliance to End Plastic Waste Accelerator program with Plug and Play VC,Ocean Plastic Prevention Accelerator (Incubation Network),AEPW,UpLink and TopLink (World Economic Forum),The Factory Accelerator,Best Nordic Accelerator Program winner multiple years","UNDP","None","SDG 3,SDG 6,SDG 13","2018","https://www.empower.eco/","https://d9hhrg4mnvzow.cloudfront.net/www.empower.eco/9832175d-empower-heo.jpg","152","61b18b3b-7033-458e-9dca-0cc1c8fb5e7b","2023-07-11T09:14:28.714411+00:00",""
"Everimpact","Measuring, identifying and monetising carbon emissions reductions & carbon sequestration","Environment,Pollution","Situational awareness/actionable information gathering","production","preparedness","Big Data,Geographical Information Systems","Various","Global","Global","Global","European Commission (Climate KiC,EIT Climate Urban Mobility,Horizon 2020),Asian Development Bank,CNES (French Space Agency),Google SDG start-up accelerator,City Finance Lab and South Pole,BT (British Telecom),EDF (Utility group)","UNDP","Spatial Data,Sensor Data","SDG 7,SDG 11,SDG 12,SDG 13","2021","https://www.everimpact.com/","https://static.wixstatic.com/media/248e25_b24686bcd8634607ba226c3345185ea0f000.jpg/v1/fill/w_1280,h_428,al_c,q_85,usm_0.33_1.00_0.00,enc_auto/248e25_b24686bcd8634607ba226c3345185ea0f000.jpg","153","4cce6a99-1f12-478f-9667-edd29cc479d0","2023-07-11T09:14:28.714411+00:00",""
"Everimpact","Measuring, identifying and monetising carbon emissions reductions & carbon sequestration","Environment,Pollution","Situational awareness/actionable information gathering","production","mitigation","Big Data,Geographical Information Systems","Various","Global","Global","Global","European Commission (Climate KiC,EIT Climate Urban Mobility,Horizon 2020),Asian Development Bank,CNES (French Space Agency),Google SDG start-up accelerator,City Finance Lab and South Pole,BT (British Telecom),EDF (Utility group)","UNDP","Spatial Data,Sensor Data","SDG 7,SDG 11,SDG 12,SDG 13","2021","https://www.everimpact.com/","https://static.wixstatic.com/media/248e25_b24686bcd8634607ba226c3345185ea0f000.jpg/v1/fill/w_1280,h_428,al_c,q_85,usm_0.33_1.00_0.00,enc_auto/248e25_b24686bcd8634607ba226c3345185ea0f000.jpg","154","aebb7dc1-c098-4b10-bf6c-217b767074f8","2023-07-11T09:14:28.714411+00:00",""
"FloodMapp","Real-time flood modelling solution for flood forecasting and emergency management","Disaster Risk Management,Mitigation","Disaster Risk Management","production","preparedness","Geographical Information Systems","Floods","Americas","Northern America","United States of America","H2 Ventures Accelerator,River City Labs Accelerator,Joules Accelerator,Rise accelerator (George Washington University)","UNDP","Spatial Data","SDG 13","2021","https://www.floodmapp.com/","https://static.wixstatic.com/media/b1adb2_38c3ab055ac1431d8a4b4b72ca049476~mv2.png/v1/crop/x_29,y_0,w_1250,h_375/fill/w_225,h_69,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/FloodMapp_TextBesideLogo.png","155","e8c0ace9-f010-497c-81ef-15b994dd241a","2023-07-11T09:14:28.714411+00:00",""
"FloodMapp","Real-time flood modelling solution for flood forecasting and emergency management","Disaster Risk Management,Mitigation","Disaster Risk Management","production","recovery","Geographical Information Systems","Floods","Americas","Northern America","United States of America","H2 Ventures Accelerator,River City Labs Accelerator,Joules Accelerator,Rise accelerator (George Washington University)","UNDP","Spatial Data","SDG 13","2021","https://www.floodmapp.com/","https://static.wixstatic.com/media/b1adb2_38c3ab055ac1431d8a4b4b72ca049476~mv2.png/v1/crop/x_29,y_0,w_1250,h_375/fill/w_225,h_69,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/FloodMapp_TextBesideLogo.png","156","01563f05-5792-4c2b-b14f-70cabb7f30f5","2023-07-11T09:14:28.714411+00:00",""
"FloodMapp","Real-time flood modelling solution for flood forecasting and emergency management","Disaster Risk Management,Mitigation","Disaster Risk Management","production","response","Geographical Information Systems","Floods","Americas","Northern America","United States of America","H2 Ventures Accelerator,River City Labs Accelerator,Joules Accelerator,Rise accelerator (George Washington University)","UNDP","Spatial Data","SDG 13","2021","https://www.floodmapp.com/","https://static.wixstatic.com/media/b1adb2_38c3ab055ac1431d8a4b4b72ca049476~mv2.png/v1/crop/x_29,y_0,w_1250,h_375/fill/w_225,h_69,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/FloodMapp_TextBesideLogo.png","157","f2b6b591-8c53-44c6-a31f-484d1ab6ff66","2023-07-11T09:14:28.714411+00:00",""
"FloodMapp","Real-time flood modelling solution for flood forecasting and emergency management","Disaster Risk Management,Mitigation","Disaster Risk Management","production","mitigation","Geographical Information Systems","Floods","Americas","Northern America","United States of America","H2 Ventures Accelerator,River City Labs Accelerator,Joules Accelerator,Rise accelerator (George Washington University)","UNDP","Spatial Data","SDG 13","2021","https://www.floodmapp.com/","https://static.wixstatic.com/media/b1adb2_38c3ab055ac1431d8a4b4b72ca049476~mv2.png/v1/crop/x_29,y_0,w_1250,h_375/fill/w_225,h_69,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/FloodMapp_TextBesideLogo.png","158","0e2c4bcd-b260-404b-b387-753a3a115acf","2023-07-11T09:14:28.714411+00:00",""
"FASSSTER","FASSSTER is a now casting and forecasting tool that supports creation of policies and guidelines in the management of a disease outbreak/pandemic","Disaster Risk Management,Early Warning","Early Warning System","production","preparedness","Data Collection","Pandemic/Epidemic","Asia","South-eastern Asia","Philippines","Department of Sciencec and Technology,PhilippinesDepartment of Health,Philippines","UNDP","Numerical Data,Text Data","SDG 3","2022","https://fassster.ehealth.ph/covid19/","https://fassster.ehealth.ph/covid19/assets/img/fassster-logo.png","159","51d493d8-84e1-4d66-9ccb-defcc06d59c7","2023-07-11T09:14:28.714411+00:00",""
"FASSSTER","FASSSTER is a now casting and forecasting tool that supports creation of policies and guidelines in the management of a disease outbreak/pandemic","Disaster Risk Management,Early Warning","Early Warning System","production","mitigation","Data Collection","Pandemic/Epidemic","Asia","South-eastern Asia","Philippines","Department of Sciencec and Technology,PhilippinesDepartment of Health,Philippines","UNDP","Numerical Data,Text Data","SDG 3","2022","https://fassster.ehealth.ph/covid19/","https://fassster.ehealth.ph/covid19/assets/img/fassster-logo.png","160","26e4f6a4-b0dd-43f5-81eb-2068ea861d36","2023-07-11T09:14:28.714411+00:00",""
"OroraTech","Global early wildfire detection and real-time monitoring from space","Disaster Risk Management,Mitigation","Early Warning System","production","preparedness","Geographical Information Systems","Wildfires","Global","Global","Global","Google for Startups for SDG,Samsung for Impact,Plug and play Brazil accelerator,ESA Business Incubation Centre Bavaria,German accelerator Silicon Valley,Telecom tech boost","UNDP","Spatial Data","SDG 15","2022","https://ororatech.com/","https://868744.smushcdn.com/2595673/wp-content/uploads/2022/01/mockup-multiple-device-ororatech-wildfire-monitoring-service-768x432.png?lossy=0&strip=1&webp=1","161","28cf7ad5-9cb8-435f-9bd4-2f8b743ec2ca","2023-07-11T09:14:28.714411+00:00",""
"OroraTech","Global early wildfire detection and real-time monitoring from space","Disaster Risk Management,Mitigation","Early Warning System","production","recovery","Geographical Information Systems","Wildfires","Global","Global","Global","Google for Startups for SDG,Samsung for Impact,Plug and play Brazil accelerator,ESA Business Incubation Centre Bavaria,German accelerator Silicon Valley,Telecom tech boost","UNDP","Spatial Data","SDG 15","2022","https://ororatech.com/","https://868744.smushcdn.com/2595673/wp-content/uploads/2022/01/mockup-multiple-device-ororatech-wildfire-monitoring-service-768x432.png?lossy=0&strip=1&webp=1","162","e4ade39d-34e3-4f1b-8136-b6b7d62b036c","2023-07-11T09:14:28.714411+00:00",""
"OroraTech","Global early wildfire detection and real-time monitoring from space","Disaster Risk Management,Mitigation","Early Warning System","production","response","Geographical Information Systems","Wildfires","Global","Global","Global","Google for Startups for SDG,Samsung for Impact,Plug and play Brazil accelerator,ESA Business Incubation Centre Bavaria,German accelerator Silicon Valley,Telecom tech boost","UNDP","Spatial Data","SDG 15","2022","https://ororatech.com/","https://868744.smushcdn.com/2595673/wp-content/uploads/2022/01/mockup-multiple-device-ororatech-wildfire-monitoring-service-768x432.png?lossy=0&strip=1&webp=1","163","7a766b89-245a-44eb-9c82-7a0185501609","2023-07-11T09:14:28.714411+00:00",""
"OroraTech","Global early wildfire detection and real-time monitoring from space","Disaster Risk Management,Mitigation","Early Warning System","production","mitigation","Geographical Information Systems","Wildfires","Global","Global","Global","Google for Startups for SDG,Samsung for Impact,Plug and play Brazil accelerator,ESA Business Incubation Centre Bavaria,German accelerator Silicon Valley,Telecom tech boost","UNDP","Spatial Data","SDG 15","2022","https://ororatech.com/","https://868744.smushcdn.com/2595673/wp-content/uploads/2022/01/mockup-multiple-device-ororatech-wildfire-monitoring-service-768x432.png?lossy=0&strip=1&webp=1","164","c861ea02-ecb0-40d3-9c99-ca9da067c480","2023-07-11T09:14:28.714411+00:00",""
"Beacon","Emergency dispatch platform for local responders","Disaster Risk Management","Disaster Risk Management","production","response","Mobile App","Various","Global","Global","Global","MIT Solve Unbundle Policing Accelerator,USAID,Google,World Bank,Cisco,Twilio,PagerDuty,NewRelic,CRC,US Coast Guard,NetHope","None","Mobile Network Data,Spatial Data","SDG 3","2022","https://www.trekmedics.org/beacon/","https://media.trekmedics.org/uploads/2021/03/laptop-dashboard-beacon-emergency-dispatch-platform.jpg?strip=all&lossy=1&ssl=1&fit=555,340","167","752e5f61-d3f6-426f-90e2-bbec038bcd27","2023-07-11T09:14:28.714411+00:00",""
"Humanitarian OpenStreeMap Team","Tasking Manager is used to crowdsource mapping data for areas around the world where data is needed to help save or improve lives","Inclusive Growth","Situational awareness/actionable information gathering","production","preparedness","Geographical Information Systems","Various","Global","Global","Global","USAID,Global Fund for Disaster Reduction and Recovery (GFDRR),SwissRE Foundation","None","Spatial Data","SDG 10","2022","https://tasks.hotosm.org/","https://tasks.hotosm.org/static/media/main-logo.c0ba68c8.svg","168","12eab873-0c58-4813-876d-4b46fb2e2c3d","2023-07-11T09:14:28.714411+00:00",""
"Sealr","Using AI, blockchain, and geotagging to help organizations track and verify delivery of aid and monitor and verify project outputs","Disaster Risk Management","Disaster Relief logistic/resource allocation ","production","response","Artificial Intelligence,Blockchain,Geographical Information Systems","Various","Global","Global","Global","UNDP,UNDP Niger,Humanitarian Grand Challenges,UK Aid,Aid Pioneers,Palladium","UNDP","Spatial Data","SDG 1,SDG 2,SDG 3","2021","https://www.sealr.app/","https://www.sealr.app/images/home/iPhoneSeal1_2x.png","169","c384f46d-b54c-4853-b620-2fd9812f1762","2023-07-11T09:14:28.714411+00:00",""
"Sealr","Using AI, blockchain, and geotagging to help organizations track and verify delivery of aid and monitor and verify project outputs","Disaster Risk Management","Disaster Relief logistic/resource allocation ","production","mitigation","Artificial Intelligence,Blockchain,Geographical Information Systems","Various","Global","Global","Global","UNDP,UNDP Niger,Humanitarian Grand Challenges,UK Aid,Aid Pioneers,Palladium","UNDP","Spatial Data","SDG 1,SDG 2,SDG 3","2021","https://www.sealr.app/","https://www.sealr.app/images/home/iPhoneSeal1_2x.png","170","b8e44188-d0f8-4eeb-be01-95be6a72975e","2023-07-11T09:14:28.714411+00:00",""
"Zzapp Malaria","AI for planning, executing, and monitoring of large-scale, cost-effective anti-malaria operations","Disaster Risk Management","Disaster Relief logistic/resource allocation ","production","recovery","Artificial Intelligence,Big Data","Pandemic/Epidemic","Global","Global","Global","IBM Watson,Cisco,Google for Startups SDGs","UNDP","Spatial Data,Numerical Data","SDG 3","2018","https://www.zzappmalaria.com/","https://static.wixstatic.com/media/eb15a6_4a38e0280d90489c83737b3864d6422c~mv2.png/v1/fill/w_468,h_297,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/zzapp_laptop_system_500x500.png","171","3846c805-c6d1-4472-a17b-85a1c738869c","2023-07-11T09:14:28.714411+00:00",""
"Zzapp Malaria","AI for planning, executing, and monitoring of large-scale, cost-effective anti-malaria operations","Disaster Risk Management","Disaster Relief logistic/resource allocation ","production","response","Artificial Intelligence,Big Data","Pandemic/Epidemic","Global","Global","Global","IBM Watson,Cisco,Google for Startups SDGs","UNDP","Spatial Data,Numerical Data","SDG 3","2018","https://www.zzappmalaria.com/","https://static.wixstatic.com/media/eb15a6_4a38e0280d90489c83737b3864d6422c~mv2.png/v1/fill/w_468,h_297,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/zzapp_laptop_system_500x500.png","172","192b62c4-9f6a-4918-b90d-5bb1b527c083","2023-07-11T09:14:28.714411+00:00",""
"MobileAid","Using geo-targeting and machine learning to deliver relief to society's most vulnerable groups","Disaster Mitigation","Disaster Relief logistic/resource allocation ","production","response","Machine Learning,Geographical Information Systems","Various","Africa","Eastern Africa","Malawi","UNDP,UNDP Bangladesh /a2i,World Bank,Center for Effective Global Action (CEGA),USAID,Google.org,Government of Togo,Fonds Social de la Republique Democratique du Congo (Social Fund of the Democratic Republic of Cong","UNDP","Mobile Network Data","SDG 1","2022","https://www.givedirectly.org/","https://www.givedirectly.org/wp-content/uploads/2021/07/Transfer-Withdrawal-scaled-1-705x469.jpeg","173","dfbcba81-22a3-4a31-91df-16a8df85f2b1","2023-07-11T09:14:28.714411+00:00",""
"MobileAid","Using geo-targeting and machine learning to deliver relief to society's most vulnerable groups","Disaster Mitigation","Disaster Relief logistic/resource allocation ","production","mitigation","Machine Learning,Geographical Information Systems","Various","Africa","Eastern Africa","Malawi","UNDP,UNDP Bangladesh /a2i,World Bank,Center for Effective Global Action (CEGA),USAID,Google.org,Government of Togo,Fonds Social de la Republique Democratique du Congo (Social Fund of the Democratic Republic of Cong","UNDP","Mobile Network Data","SDG 1","2022","https://www.givedirectly.org/","https://www.givedirectly.org/wp-content/uploads/2021/07/Transfer-Withdrawal-scaled-1-705x469.jpeg","174","c7d542c8-7859-4945-8911-771f4964bc38","2023-07-11T09:14:28.714411+00:00",""
"Aselo","Modernizing processes of crisis response helplines","Disaster Mitigation","Disaster Relief logistic/resource allocation ","production","response","Mobile App","Various","Americas","Caribbean","Jamaica","One Family Foundation,Child Helpline International,the End Violence Fund,Twilio.org,Schmidt Futures,Facebook and the Jenesis Group","UNDP","None","SDG 1,SDG 10","2022","https://aselo.org/","https://aselo.org/wp-content/uploads/2021/03/helpline-operator.jpg","175","d8aa7b3f-ed5c-4963-a1c8-624ef149d30f","2023-07-11T09:14:28.714411+00:00",""
"Ignitia","Climate-smart decision-making through accurate weather forecasts and agricultural advisory","Climate,Inclusive Growth","Situational awareness/actionable information gathering ","production","preparedness","Artificial Intelligence,Big Data","Various","Global","Global","Global","Novastar,IKEA Social Entrepreneurship,HACK VC,FINCA Ventures,Norrsken Foundation,USDIV,Achmea Accelerator,WE4F","UNDP","Spatial Data","SDG 13,SDG 15","2022","https://www.ignitia.se/","https://static.wixstatic.com/media/11062b_af392b5325e7416eb2d8b6f9b1b3c634f000.jpg/v1/fill/w_1903,h_700,al_c,q_85,usm_0.33_1.00_0.00,enc_auto/11062b_af392b5325e7416eb2d8b6f9b1b3c634f000.jpg","177","fcb953a3-7d7c-41b3-af35-9c1a4c1c248b","2023-07-11T09:14:28.714411+00:00",""
"Ignitia","Climate-smart decision-making through accurate weather forecasts and agricultural advisory","Climate,Inclusive Growth","Situational awareness/actionable information gathering ","production","mitigation","Artificial Intelligence,Big Data","Various","Global","Global","Global","Novastar,IKEA Social Entrepreneurship,HACK VC,FINCA Ventures,Norrsken Foundation,USDIV,Achmea Accelerator,WE4F","UNDP","Spatial Data","SDG 13,SDG 15","2022","https://www.ignitia.se/","https://static.wixstatic.com/media/11062b_af392b5325e7416eb2d8b6f9b1b3c634f000.jpg/v1/fill/w_1903,h_700,al_c,q_85,usm_0.33_1.00_0.00,enc_auto/11062b_af392b5325e7416eb2d8b6f9b1b3c634f000.jpg","178","1a680a96-2953-478d-94b4-836aedab29ea","2023-07-11T09:14:28.714411+00:00",""
"Global Forest Watch","Online platform that provides data and tools for monitoring forests and emerging risks to ecosystems","Environment","Situational awareness/actionable information gathering","production","preparedness","Geographical Information Systems,Big Data","Various","Global","Global","Global","USAID","UNEP","Spatial Data","SDG 15","2019","https://www.globalforestwatch.org/","https://www.globalforestwatch.org/assets/gfw.png","179","d32a295a-0553-4ba3-b703-e0927ec6f677","2023-07-11T09:14:28.714411+00:00",""
"Landslide Detection Squad","Early warning of landslide events is critical to inform at-risk communities and emergency response","Early Warning","Early Warning System","prototype","mitigation","Artificial Intelligence,Machine Learning","Landslide","Oceania","Australia and New Zealand","Australia","NASA","None","Sensor Data,Spatial Data","SDG 13,SDG 15","2021","https://github.com/rociopey/landslidedetectionsquad","https://images.spaceappschallenge.org/team-photos/UOY09ZXi7AP3uxYyyeqyeDInBi4=/28136/fill-591x300/","180","68f4fd3e-7e04-4866-9cea-d52b480676ec","2023-07-11T09:14:28.714411+00:00",""
"Landslide Detection Squad","Early warning of landslide events is critical to inform at-risk communities and emergency response","Early Warning","Early Warning System","prototype","preparedness","Artificial Intelligence,Machine Learning","Landslide","Oceania","Australia and New Zealand","Australia","NASA","None","Sensor Data,Spatial Data","SDG 13,SDG 15","2021","https://github.com/rociopey/landslidedetectionsquad","https://images.spaceappschallenge.org/team-photos/UOY09ZXi7AP3uxYyyeqyeDInBi4=/28136/fill-591x300/","181","1f1b7137-8b4b-4216-8a51-2f295c38dd99","2023-07-11T09:14:28.714411+00:00",""
"SDGs Today","Production and use of real-time and timely geo-referenced data for the SDGs","Disaster Risk Management","Situational awareness/actionable information gathering","production","preparedness","Artificial Intelligence,Geographical Information Systems","Various","Global","Global","Global","United Nations Sustainable Development Solutions Network","UNDP","Spatial Data","SDG 13,SDG 15,SDG 16","2020","https://sdgstoday.org/dataset-hub","https://www.unsdsn-ne.org/wp-content/uploads/2020/08/sdgstoday_cover.png","182","83c32085-39f3-4194-901c-dfdd33993e2d","2023-07-11T09:14:28.714411+00:00",""
"SDGs Today","Production and use of real-time and timely geo-referenced data for the SDGs","Disaster Risk Management","Situational awareness/actionable information gathering","production","response","Artificial Intelligence,Geographical Information Systems","Various","Global","Global","Global","United Nations Sustainable Development Solutions Network","UNDP","Spatial Data","SDG 13,SDG 15,SDG 16","2021","https://sdgstoday.org/dataset-hub","https://www.unsdsn-ne.org/wp-content/uploads/2020/08/sdgstoday_cover.png","183","18e39ec1-98b4-41d7-bb9b-4d196e7da3ca","2023-07-11T09:14:28.714411+00:00",""
"SDGs Today","Production and use of real-time and timely geo-referenced data for the SDGs","Disaster Risk Management","Situational awareness/actionable information gathering","production","mitigation","Artificial Intelligence,Geographical Information Systems","Various","Global","Global","Global","United Nations Sustainable Development Solutions Network","UNDP","Spatial Data","SDG 13,SDG 15,SDG 16","2022","https://sdgstoday.org/dataset-hub","https://www.unsdsn-ne.org/wp-content/uploads/2020/08/sdgstoday_cover.png","184","e9376b96-2331-4ba5-ae92-18b946369c8b","2023-07-11T09:14:28.714411+00:00",""
"SDGs Today","Production and use of real-time and timely geo-referenced data for the SDGs","Disaster Risk Management","Situational awareness/actionable information gathering","production","recovery","Artificial Intelligence,Geographical Information Systems","Various","Global","Global","Global","United Nations Sustainable Development Solutions Network","UNDP","Spatial Data","SDG 13,SDG 15,SDG 16","2023","https://sdgstoday.org/dataset-hub","https://www.unsdsn-ne.org/wp-content/uploads/2020/08/sdgstoday_cover.png","185","494308aa-58d8-40b3-93cf-2b3b6bdf5e67","2023-07-11T09:14:28.714411+00:00",""
"Aqueduct Global Flood Risk Maps","Web Mapping provides current and future river flood risk estimates in urban damage, affected GDP, and affected population by country, river basin, and state","Disaster Risk Management,Early Warning","Situational awareness/actionable information gathering","production","response","Web Mapping","Various","Global","Global","Global","World Resources Institute","None","Spatial Data","SDG 13","2016","https://www.wri.org/data/aqueduct-global-flood-risk-maps","https://www.wri.org/sites/default/files/wri-40-anniversary-logo.svg","187","4aacbae1-3373-410b-aed3-6929a83e96c0","2023-07-11T09:14:28.714411+00:00",""
"Aqueduct Global Flood Risk Maps","Web Mapping provides current and future river flood risk estimates in urban damage, affected GDP, and affected population by country, river basin, and state","Disaster Risk Management,Early Warning","Situational awareness/actionable information gathering","production","mitigation","Web Mapping","Various","Global","Global","Global","World Resources Institute","None","Spatial Data","SDG 13","2017","https://www.wri.org/data/aqueduct-global-flood-risk-maps","https://www.wri.org/sites/default/files/wri-40-anniversary-logo.svg","188","e4e06476-ecaf-4ad2-9f73-9f9cdb686578","2023-07-11T09:14:28.714411+00:00",""
"Aqueduct Global Flood Risk Maps","Web Mapping provides current and future river flood risk estimates in urban damage, affected GDP, and affected population by country, river basin, and state","Disaster Risk Management,Early Warning","Situational awareness/actionable information gathering","production","recovery","Web Mapping","Floods","Global","Global","Global","World Resources Institute","None","Spatial Data","SDG 13","2018","https://www.wri.org/data/aqueduct-global-flood-risk-maps","https://www.wri.org/sites/default/files/wri-40-anniversary-logo.svg","189","95f65121-e319-4ce4-8f13-17b44886c1aa","2023-07-11T09:14:28.714411+00:00",""
"Bioshi","Monitoring and warning system against illegal logging. Captures the deforestation rate by satellite images, together with acoustic sensors to identify events that threaten the ecosystem","Climate,Disaster Risk Reduction","Situational awareness/actionable information gathering","prototype","preparedness","Geographical Information Systems","Floods","Americas","Central America","Panama","NASA","None","Spatial Data,Sensor Data","SDG 15","2021","https://bit.ly/simact-bioshi","https://static.wixstatic.com/media/5e609a_04a87deb42be4243b65bad54d0a87a04~mv2.jpg/v1/fill/w_460,h_295,fp_0.50_0.50,q_90,enc_auto/5e609a_04a87deb42be4243b65bad54d0a87a04~mv2.jpg","190","1c57d3e6-b704-4ad2-bf2f-bee562a4cad2","2023-07-11T09:14:28.714411+00:00",""
"Bioshi","Monitoring and warning system against illegal logging. Captures the deforestation rate by satellite images, together with acoustic sensors to identify events that threaten the ecosystem","Climate,Disaster Risk Reduction","Situational awareness/actionable information gathering","prototype","mitigation","Geographical Information Systems","Floods","Americas","Central America","Panama","NASA","None","Spatial Data,Sensor Data","SDG 15","2021","https://bit.ly/simact-bioshi","https://static.wixstatic.com/media/5e609a_04a87deb42be4243b65bad54d0a87a04~mv2.jpg/v1/fill/w_460,h_295,fp_0.50_0.50,q_90,enc_auto/5e609a_04a87deb42be4243b65bad54d0a87a04~mv2.jpg","191","66cf7c8f-6ea7-4b0d-97dd-2a4345459202","2023-07-11T09:14:28.714411+00:00",""
"D.U.Q. Method","Analysis system to to measure the impact of decisions on forest fires","Disaster Risk Management","Disaster Relief logistic/resource allocation ","prototype","preparedness","Geographical Information Systems,Data Collection,Data Analysis","Wildfires","Americas","South America","Argentina","NASA","None","Spatial Data","SDG 15","2021","https://github.com/Maximiliano-Sotar/NASA-SPACE-APPS","https://upload.wikimedia.org/wikipedia/commons/a/a0/Space_Apps_Logo_White.png","192","0a1e2c8c-60b0-4b7d-ac70-1778ee9dd77a","2023-07-11T09:14:28.714411+00:00",""
"D.U.Q. Method","Analysis system to to measure the impact of decisions on forest fires","Disaster Risk Management","Disaster Relief logistic/resource allocation ","prototype","response","Geographical Information Systems,Data Collection,Data Analysis","Wildfires","Americas","South America","Argentina","NASA","None","Spatial Data","SDG 15","2022","https://github.com/Maximiliano-Sotar/NASA-SPACE-APPS","https://upload.wikimedia.org/wikipedia/commons/a/a0/Space_Apps_Logo_White.png","193","eae80cea-707c-4387-afb4-767293bfe863","2023-07-11T09:14:28.714411+00:00",""
